,2020,2019,2018,2017,2016,2015,2014
자본금,3667603300,3667603300,3390509800,3194249700,2565593600,2310031000,
자산총계,46407986141,47971816446,78073694352,83033096139,93876010664,50478362721,
당기순이익,5203995333,-28587261938,-13443325190,2221076095,3166048164,2612057320,3536652914
영업활동현금흐름,5950207947,-1427792194,-551959576,-5230462575,1382772013,-1018688086,4447920836
영업이익,3894094194,-8494594827,-9249577442,3852438574,5136189964,3707661622,4158034494
매출액,40572116332,45088761128,45381802802,55343524896,49543829965,13528883434,19994383413
종가,1040,1155,1270,2435,2305,3575,
시가총액,38143074320,42360818115,43059474460,76505245520,59136932480,82583608250,
상장주식수,36676033,36676033,33905098,31418992,25655936,23100310,
