,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,24541950500,24541950500,20636718000,20636718000,20636718000,,,,,
자산총계,1099641462981,899161666256,512346016162,409618120681,280653651530,,,,,
당기순이익,97818821139,42862674126,86860388555,95364580825,22519378074,,,,,
영업활동현금흐름,225055329125,-16203162265,46595817373,96401563565,18978303561,,,,,
영업이익,140597242597,41116029608,105894511995,122251767544,28720399278,,,,,
매출액,1090924689101,669241556900,649312684893,630860973364,244089917754,,,,,
종가,44250,35850,20100,33400,26200,11350.0,13950.0,8580.0,4665.0,9620.0
시가총액,2171962619250,1759657850850,829596063600,1378532762400,1081364023200,913682105100.0,1122983732700.0,628745917800.0,341188294170.0,695684220140.0
상장주식수,49083901,49083901,41273436,41273436,41273436,80500626.0,80500626.0,73280410.0,73137898.0,72316447.0
