,2020,2019,2018,2017,2016
자본금,11715480000,11715480000,11715480000,9957480000,1244685000
자산총계,313582434934,277284706670,272079008480,211025527784,164090134179
당기순이익,38619198757,24828970917,33019995241,33078715175,24979957137
영업활동현금흐름,62169970255,25828799075,23481871541,34786285557,-5751345078
영업이익,49821538176,37707650708,43599453840,46324715022,35254568975
매출액,292421815327,259452904819,257887298836,281050482538,266951857103
종가,25950,18950,25150,,
시가총액,304016706000,222008346000,294644322000,,
상장주식수,11715480,11715480,11715480,,
