,2020,2019,2018,2017
자본금,2356459500,2323459500,2323459500,2139459500
자산총계,118422273224,65533032681,64674902133,29614895471
당기순이익,23370146779,14158281507,17476845420,10849950210
영업활동현금흐름,13011642923,11804084633,21972646627,6199978120
영업이익,29621977771,16122699346,21069166030,12690444994
매출액,93030435633,59326130649,61038364677,41122169000
종가,19900,7540,5700,
시가총액,468935440500,175188846300,132437191500,
상장주식수,23564595,23234595,23234595,
