,2020,2019,2018,2017,2016,2015,2014
자본금,26323377400,14613679500,14156349700,12279862200,6751464000,1896815000,1200000000
자산총계,125031016633,124606815449,93910821727,60951342863,68181741749,20082513969,26296923560
당기순이익,-16524652165,3201170262,-12142488449,-4047905433,-5413917229,1469021537,1913662781
영업활동현금흐름,-22586427224,-20313827152,1376341816,-715519371,-7912552874,2213052154,307142522
영업이익,-8628951010,-5041721014,-10700583834,-3375721324,-3958615093,2020226316,1912932068
매출액,28038701982,11785340131,36581925922,73499953715,44257148052,46652165720,38105360401
종가,455,522,743,876,2105,7930,
시가총액,119771367170,76283406990,105181678271,107571592872,142118317200,30083485900,
상장주식수,263233774,146136795,141563497,122798622,67514640,3793630,
