,2020,2019,2018,2017,2016,2015,2014
자본금,16231223000,7500000000,7500000000,7500000000,6922491000,5255791000,3850884500
자산총계,75534325504,50419988663,56868845297,53794347540,36407885903,34127081974,27894500979
당기순이익,2539141104,-2674659754,2038539425,1517409455,4748319023,1679194769,123184234
영업활동현금흐름,10230453532,-345519721,8450076951,-8115528884,2519510669,3858367879,3704454061
영업이익,2633464974,-776311583,2748196598,1968423271,4973888387,1891519685,4594646436
매출액,41617745628,44770459735,61528197203,54546061314,62158863416,53720244975,52816039152
종가,5040,4595,5250,9270,,,
시가총액,163610727840,68925000000,78750000000,139050000000,,,
상장주식수,32462446,15000000,15000000,15000000,,,
