,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5602185000,5602185000,5602185000,5576255000,5544547500,5467772500,5400000000,342000000
자산총계,132189807661,123408357127,135459202841,149164109014,153246500968,157873952989,203536414129,30330330624
당기순이익,-5903142715,-13898290413,-18387262703,-18956537569,-10085968460,-921927246,31302653103,22326467317
영업활동현금흐름,-3956709045,-2668219292,7834978044,-8581469432,14276719864,-68049716846,31589382588,21606783260
영업이익,-6123221602,-22185728015,-12322058407,-14800678576,-12322833160,-4134477776,33026444459,24093443658
매출액,70510663671,37596925140,35707620107,17160373945,15021977170,19546497009,69496102213,61302554136
종가,14450,7290,8200,14650,14900,29850,47750,
시가총액,161903146500,81679857300,91875834000,163187741750,165227515500,325409775000,515700000000,
상장주식수,11204370,11204370,11204370,11139095,11089095,10901500,10800000,
