,2020,2019,2018,2017,2016,2015
자본금,7414428000,6158133000,3125033500,893609500,778225000,
자산총계,51027150223,40400461844,28965935714,25798575986,21924707199,
당기순이익,-16830233230,-5142121063,-5902359398,2062646035,1347817704,
영업활동현금흐름,-9214386948,-4337110878,-3857283773,-1273771480,-1061173899,
영업이익,-9877514539,-4589380519,-3081136237,2039741428,1817062385,
매출액,19978916012,30274163732,21507391112,24046058676,21335256729,
종가,5550,3490,6250,28200,30500,27000.0
시가총액,82300150800,42983768340,39062918750,50399575800,47471725000,42024150000.0
상장주식수,14828856,12316266,6250067,1787219,1556450,1556450.0
