,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,57686187500,28732761000,26198355500,3301843000,3021843000,3021843000,3021843000,881000000,881000000
자산총계,130453873931,122217449518,157728816096,92144514947,73563750578,46798087086,34491955655,22395952801,17736698219
당기순이익,,-40439860,66289060,290972411,19730082,-59415968,-219483495,50281529,73213492
영업활동현금흐름,-21326617447,21437093742,784597061,-2400960398,-9129717473,1951071209,6426730702,-627330238,2384779000
영업이익,-14188468317,650130226,2109558762,4641626617,3021043382,3205730266,4869324726,2734017906,2022248189
매출액,56844530206,108845735930,92133286281,101348010766,74923370933,60452386207,40333038850,28862676452,20024401767
종가,7130,1515,3500,11850,13500,11700,4520,,
시가총액,163104924580,87060265830,183257725000,78253679100,81589761000,70711126200,27317460720,,
상장주식수,22875866,57465522,52359350,6603686,6043686,6043686,6043686,,
