,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
0,3S,0.09734916631621628,0.04360040857914012,617.2251608143022,60.08635483466484,31.446386711422193,2006.9953337527088,344.6253816826469,0.0780884712131002,980434940300
2,AK홀딩스,0.44841114896629214,0.02502434734426132,,,,,,0.025899954691085084,
3,APS홀딩스,1.0394469101198454,0.04038762640545054,,,,,,0.09692357473061758,
4,AP시스템,,,,,,,,,280006038000.0
7,BNK금융지주,,,,,,,,0.013625391452289777,
8,BYC,6.430155695714285,0.05650764910493698,3.5617411278648516,22.90255,0.4759930072435812,3.9380888068814004,2.6606111311467715,0.07564638646357176,96190710000
9,CJ CGV,1.4518519127818763,0.016034040110370334,36.711733153192256,53.3,0.8742241698122831,8.160364210422731,12.242507702451391,0.04808144019232519,549455255700
10,CJ ENM,3.9618360889628286,0.06308870623731115,,,,,,0.1292199970246832,
11,CJ,4.689139511855315,0.037451456687920374,3.0325245671001677,14.21993076826133,0.16821464136532707,3.918610040170465,2.4788018395861715,0.04581748353824321,2232388851000
12,CJ대한통운,0.7100922663712242,0.022528697093556,,,,,,0.03477447775124489,
13,CJ씨푸드,0.225115762234038,0.049982978208862903,23.8548759525778,5.370108583062975,0.7146819988159063,41.70536784951534,20.09243621645716,0.05934261689661173,97013087100
14,CJ제일제당,4.359508493835696,0.027692760309513297,12.05754236184091,52.564958341229165,0.5791098476288719,-13.129643093231754,8.232590129385082,0.0405591223783181,3786340681500
15,CJ프레시웨이,1.5870628526053578,0.04004959818832175,15.752369201357993,25.0,0.16845844402406654,4.656473171055805,10.594152597993432,0.05954945911841712,269972500000
16,CMG제약,-0.06903967766151255,-0.055237916566512474,,,,,,0.022846059242964543,
17,CS홀딩스,3.123986449333987,0.08440466875437909,2.2663350545292564,7.08,0.26691050559978946,1.9269965898957715,1.9679230935492393,0.09720362558426032,40868662800
18,DB,0.11158288124418261,0.007397992412015299,,,,,,0.02104308256727414,
19,DB하이텍,-0.45637973103828683,-0.08168723978161073,,,,,,-0.029513784267456142,
20,DMS,-0.5680685089264708,-0.014430553786043528,-19.39906864547987,11.02,0.47602749275079564,-1.8693090940569566,7.566657690741077,0.03699642760769988,109579700730
21,DRB동일,2.5614201692727274,0.0539643550596653,,,,,,0.03234444270382833,
22,DSR,1.4659670533333333,0.06039077359548193,,,,,,0.07853497780492166,
23,E1,2.1272595336734694,0.022311030403700725,4.992338655387665,10.62,0.05160138084540284,1.6618127541444585,2.6472109093853637,0.04207606546611962,364266000000
25,EG,0.061668265466666664,0.006050351095820132,1024.838294408674,63.2,5.599462878530975,98.25001712535109,209.23012905312595,0.029635461803111274,474000000000
26,EMW,-0.5088857856139803,-0.04805557417447641,-9.157261082420728,4.66,0.7302513325370276,-17.837542458504828,-9.413622309417427,-0.04674687646444877,29268621200
28,GH신소재,1.5719291904347825,0.09422957140271113,,,,,,0.1180977156522329,
29,GS,1.7109636516079163,0.07771277383042056,5.814787839430816,9.948890635077856,0.560098016309724,25.373315009156524,5.053757659364473,0.08941530692518262,4710809664600
30,GS건설,1.596307754882353,0.03455665660277643,11.539128306344377,18.42,0.5123452835366326,-11.645955030997959,11.454202289781296,0.034812873414455256,4697100000000
31,GS글로벌,-0.2744622688513113,-0.01450350393863137,-15.084040576239738,4.14,0.08846642620716039,-3.750602665377214,7.599234871287659,0.028788614329392156,233224457400
32,GS리테일,1.213095456103896,0.031198213232778355,19.083411683323714,23.15,0.460184735534007,3241.0495998445126,18.9855993641963,0.031358943980878115,1782550000000
34,HDC,0.5962607806041003,0.03336308960229506,,,,,,0.059506238135785317,
35,HDC현대EP,0.8079250553488372,0.036079085186678614,,,,,,0.06498271865990461,
37,HMM,-0.7465960137694977,-0.06078069295099381,,,,,,-0.040615884717196175,
38,HRS,0.6457665453567148,0.07293618146409937,10.18944082395175,6.58,0.9298894194034573,5.662569057123788,8.919829124785084,0.08331761680147134,53807292000
39,HSD엔진,3.234185081582734,0.10965650072160531,,,,,,0.1460419827064435,
40,iMBC,,,,,,,,,92345000000.0
41,ISC,3.2286462704811445,0.14809911040884474,5.203419201911024,16.8,1.4734123175996563,4.253456902079853,4.278525324224054,0.18011387019827496,64596000000
45,JW신약,-0.12651336094294538,-0.02136361760806258,,,,,,0.020081702149230565,
46,JW중외제약,-0.38416980077031104,-0.01469602374694314,-14.562956906835694,5.594648253525694,0.3312457713461748,-7.893526938161366,8.144483001327242,0.02627761154313788,142769339250
47,JW홀딩스,-1.8806510480255272,-0.04085475341351038,-2.5469903122266957,4.79,0.22076962093319336,-28.21593148506773,8.430970579788298,0.012342192416384203,113919810785
48,JYP Ent,-0.23349401031081146,-0.12570061388126108,-52.24973430264949,12.2,14.23292136911847,-86.37637802526174,-93.28920947795055,-0.07040282272440275,141228438300
50,KB오토시스,0.27696193356521737,0.01488858148956771,34.5534849385593,9.57,0.484394376200882,203.25989232956618,25.97246426124491,0.01980760743692451,55027500000
51,KCC건설,1.1463975520344827,0.02961647210863092,5.451860908903969,6.25,0.1530540014116826,14.17408154984224,4.053691577260027,0.03983156672660011,181250000000
52,KC그린홀딩스,1.7179604829600919,0.046233498575012966,2.5611764901708813,4.4,0.1563429263091934,1.4342687305605915,2.1166481153867776,0.05594323815464932,49356956000
53,KC코트렐,3.4100708624183005,0.0601540642959821,9.677218254812916,33.0,0.4777644311634417,7.0002903822772105,12.006923237597924,0.048482362849079565,100980000000
54,KD,-2.789944436892218,-0.19715104668593722,,,,,,0.022740441751544035,
55,KEC,-0.5665515866108379,-0.08404156335211752,-2.5805240591519905,1.462,0.34420066410243894,-8.605146153547803,-3.514060612204744,-0.06171529183237936,103886940738
56,KG ETS,0.3405722544019672,0.035041554297486725,,,,,,0.04773192550044023,
57,KG동부제철,,,,,,,,0.0031100408584757632,
58,KG모빌리언스,0.9990169577183765,0.053180540467873405,,,,,,0.07178173523176432,
59,KG이니시스,1.244794787608399,0.04509520320964511,,,,,,0.03749430045325391,
60,KG케미칼,0.22067566324653284,0.014420310267646381,6.629114336131222,1.4628842028628566,0.1454547371798237,6.631215369964436,2.305439709893599,0.041464491618011884,81641000000
61,KH바텍,1.248709075375,0.027278097291280168,13.918374057448577,17.38,0.4400891540866984,3.1649705952392857,13.77732985980239,0.02755735440313816,139040000000
62,KISCO홀딩스,-4.233474309632082,-0.053215079674054255,-1.5590032009840131,6.6,0.07510265573639617,1.5215720107106463,5.098413017439847,0.016272216328627145,121944108000
63,KMH,0.3123933333190393,0.15191011573976929,9.204956628131805,2.875567084119279,2.2905616542245637,9.030664176380977,7.566711292550693,0.1847997065958746,99624537900
64,KMH하이텍,-0.44239272484848485,-0.02680026859477323,,,,,,-0.010419892091549225,
65,KNN,0.12909056998685794,0.05490757745578793,9.59016603711669,1.238,1.4299751333906414,8.765186283168353,7.995884919912517,0.06585547313037274,81973996680
66,KPX케미칼,2.133845915123967,0.11604547210083205,5.40807558699925,11.54,0.3578571187924829,10.690930050693039,4.255973797126393,0.14745924541970917,279268000000
67,KPX홀딩스,2.9699575481117235,0.055362388832215226,2.878829027517927,8.55,0.14844851920875274,5.339866197020071,3.0334062571804887,0.05254121554791545,180603616500
68,KR모터스,0.03192102360405941,0.014285145369448703,,,,,,0.01869788832569733,
69,KSS해운,4.163613403157439,0.08316100374159043,1.8253375767876547,7.6,0.4477107112136853,4.5275664542127965,3.1789548374148486,0.047750569862246364,44053172000
70,KTcs,,,,,,,,,96223950000.0
71,LF,0.6407548875718194,0.07987975228387349,,,,,,0.10854283201293807,
72,LG,1.1871260770629515,0.06980828350705325,10.149349889741453,12.04855791934807,1.068152176074901,14.905457466228858,7.619906708102051,0.09298128200992432,10595007843400
73,LG디스플레이,-0.44039139691427825,-0.03131173391525812,-11.126463107393752,4.899998630580315,0.3608900561020043,2.3913868595019228,-11.48124891951783,-0.030344159827803845,8766484650000
74,LG생활건강,3.0649064236302577,0.11461776172648828,28.04181977087494,85.94555354603656,2.2030419495863125,26.357427561724798,20.567214081839772,0.15627253181135586,7613871037500
75,LG유플러스,0.03289200452686104,0.007662820337487033,44.995740512384394,1.4800001006228125,0.4146860006311499,12.79914787911368,13.638192131718005,0.025281523545683807,3809474379000
76,LG이노텍,-1.4422759970699006,-0.03296499247853373,-9.401806608130642,13.56,0.3001933395426312,4.693413572048671,-30.324790766171596,-0.010220366778833444,1366783115400
77,LG전자,-0.5293612145517044,-0.013475327019478907,-22.484491972120544,11.902417978939777,0.186384069733132,5.333156265907595,32.4521963741632,0.009336375223970806,10761797361600
