,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
0,3S,0.18723869632611528,0.09780086885357159,37.567238392467665,7.034040741178033,3.7743098749707684,-166.04683104096503,28.27976467742391,0.12992005404294177,103393783380
2,AK홀딩스,0.6057964262666666,0.028849699095586098,,,,,,0.0350748923370022,
3,APS홀딩스,-1.1359931681453974,-0.09601857818499965,,,,,,0.08963291745736349,
4,AP시스템,,,,,,,,,163704350440.0
7,BNK금융지주,,,,,,,,,
8,BYC,5.146861147857143,0.05271476572755389,4.652073236902598,23.943575,0.4872189795439626,14.21108650137156,2.9305378114708835,0.08368189274707137,100563015000
9,CJ CGV,3.165391055289163,0.045853897732731866,17.691337032884967,56.0,1.0529052786981696,7.676691167642681,10.564346768291605,0.07678816086348365,577288824000
10,CJ ENM,4.8729825797295065,0.09144698894895534,,,,,,0.14394311789621533,
11,CJ,5.076770535381804,0.057716635325237894,2.8699517517760147,14.570086491383861,0.1968048932948989,2.2888972149717066,2.5556188447955557,0.06481559603287988,2285987925900
12,CJ대한통운,0.8662303337000354,0.025273467477156142,,,,,,0.04442581669392051,
13,CJ씨푸드,0.29598937437624157,0.08799491396475985,15.89184524902244,4.703817332942198,0.7649825984960187,4.926610242498732,15.332203188660497,0.09120682384794165,84976278145
14,CJ제일제당,9.356678620440052,0.10991258529613723,4.201793588821793,39.31483224003096,0.47979731750199445,7.90574597349016,6.106791133166868,0.07562564138142408,2772163716000
15,CJ프레시웨이,0.8983906882632419,0.029986442074722407,13.023287254477559,11.7,0.12354948441254049,-3.7438214216219916,12.581944777042791,0.031038289850978718,126083880000
16,CMG제약,-0.3373400229621962,-0.25938588243912897,,,,,,-0.2520667868747299,
17,CS홀딩스,1.0898400439120537,0.031032655269941506,11.781545440292284,12.84,0.6983614434555235,7.0508745650377485,12.444115633482584,0.0293803632949224,58889889600
18,DB,,,,,,,,,
19,DB하이텍,-0.9003736615900305,-0.13839113029241365,,,,,,-0.2035879651629875,
20,DMS,1.1347611493957763,0.02683985037096863,18.50609708587734,21.0,0.7888041997248381,-60.572149880488105,8.883648312216035,0.05591181227340413,208817941500
21,DRB동일,1.3579752073333333,0.030331381490399056,,,,,,0.0465453438168983,
23,E1,2.399165899271137,0.026035768195846323,4.559918096253184,10.94,0.0643796582650136,-2.5105540034418565,4.7676285253561055,0.02490147248567886,375242000000
25,EG,0.48083960266666664,0.05359799192997704,79.02843232807264,38.0,4.692334033955184,85.57845147803894,64.46376170755244,0.06570769632363109,285000000000
26,EMW,-0.006813315777239278,-0.0007490311151273179,-1318.0073100382047,8.98,1.6603062577928704,29.652552376540037,-38.21030591090336,-0.025836707182764696,56401763600
29,GS,2.069440191256196,0.10804055228160611,6.182461404128252,12.79423411059322,0.9703957481291945,17.768556260265616,9.127453622229822,0.07318103955466054,6058082645600
30,GS건설,1.5903638312313726,0.03671280402578848,14.587856906955004,23.2,0.7026195390390373,22.981895236516664,9.03452577147108,0.05927938503119454,5916000000000
31,GS글로벌,0.7002259218832682,0.031112818539154836,9.911086955099814,6.94,0.11857893040951671,-2.760576325624121,12.085573755813112,0.025514870554778944,195480402700
32,GS리테일,0.9821231518311688,0.029135834847191268,,,,,,0.03091841499949879,
34,HDC,0.25814591564171685,0.01568223582900072,,,,,,0.03862784808606328,
35,HDC현대EP,0.6321334417441861,0.03656245894281287,,,,,,0.04975605418459884,
37,HMM,0.6898143724750908,0.06347126593020112,,,,,,0.06426203485266688,
38,HRS,0.8043360211069533,0.09196651964857325,12.345586594933312,9.93,1.3275060131103775,10.771169341948388,10.198050386893275,0.11133310672943028,81201582000
39,HSD엔진,2.887851797352518,0.09098343616260625,,,,,,0.11643657218475265,
40,iMBC,,,,,,,,,87515000000.0
41,ISC,1.1932367300390117,0.0735390791524219,8.330283295649993,9.94,1.3335100890181402,4.369918417130013,4.812109654852512,0.12730411536303168,38219300000
45,JW신약,0.14065669614705575,0.02839486700594213,,,,,,0.06643291722994592,
46,JW중외제약,0.15074907416161207,0.005802700698964769,,,,,,0.040377885578480634,
47,JW홀딩스,-0.419585483912168,-0.009753429531872842,,,,,,0.04127275829264193,
48,JYP Ent,0.03460308128118614,0.016382074541778976,,,,,,0.029351693575414874,
50,KB오토시스,0.5475674900869565,0.03318184906589709,25.89635114704882,14.18,0.8749083464416331,21.01690220079251,25.494748761844328,0.033704541399712254,81535000000
51,KCC건설,1.5824083877586206,0.047215320455731624,5.295725215328091,8.38,0.1855371967850415,-3.3197836544705903,2.642084558854993,0.09463715392802356,243020000000
52,KC그린홀딩스,1.2372352159886035,0.03730464877575701,5.633528620853775,6.97,0.3534674347772885,1.6843869536601537,4.891128328314475,0.042966937782543665,78185905300
53,KC코트렐,,,,,,,,,95778000000.0
54,KD,-1.3202225854271357,-0.0575558109627087,,,,,,0.023867992077872296,
55,KEC,-0.9352798802961518,-0.12319267746074354,-2.4270809709722565,2.27,0.43525787452768416,10.666301851301633,-9.202869033813256,-0.03248971621018515,149151462300
57,KG동부제철,,,,,,,,0.018454351697443624,
58,KG모빌리언스,0.9325455704841183,0.05350886543706169,,,,,,0.06423849015536649,
59,KG이니시스,1.7095633031210997,0.05681028508925124,,,,,,0.05232574007543066,
