,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
0,3S,-0.06824391600370686,-0.02666770331948969,-54.07075408450429,3.69,2.4548870482802156,16.999406765205922,232.3426877518276,0.006206103760523032,77442284610
1,AJ네트웍스,0.4409689850315966,0.008770233643510811,15.806100285036104,6.97,,-2.1980204368318104,,,326351396150.0
2,AK홀딩스,2.799217415839791,0.06296352992849194,4.8942250510719525,13.7,0.2674930198594215,3.230151753938342,3.416102996743562,0.09020737541394348,907457928500
3,APS홀딩스,100.55433723633647,2.891158273025659,0.1337090397849657,13.445023878084172,1.1135401415113744,6.052591518729207,-302.0089786806388,-0.0012800082906190863,89601269280
4,AP시스템,2.4982054657089807,0.04078378599162973,25.153626887587524,62.838928172975535,0.4988806629575339,8.618131851706218,18.353842859497277,0.055893479297488766,480134058300
5,BGF,108.4151315924243,4.076214314896464,0.14066302162811395,15.25,3.9568645137537124,1.2809192484996783,44.927417451498975,0.012762198560736075,492021714750
6,BGF리테일,1.6190746847385076,0.021907813116366817,129.70371409019748,210.0,3.8665005471735143,-145.39253646215522,136.8816774394681,0.020758985292558978,3629620260000
7,BNK금융지주,0.26076593571165974,0.004504124533342961,7.224870053898531,1.884,16.57516753470325,2.0064101109339627,5.166057134773027,0.0062991394812378495,3070310017320
8,BYC,1.4739182907142858,0.00830016660530705,30.87529652926724,45.507664285714284,0.9760815137704534,8.118532983406244,11.107171599383527,0.02307248995733533,191132190000
9,CJ CGV,0.948558230011531,0.004079657473685485,156.44795997204727,148.4,0.9158779585958409,8.079377279667096,18.20636299690162,0.035056649658772,1570169424600
10,CJ ENM,4.615607758291425,0.05119602424123549,,,,,,0.08011994867167341,
11,CJ,7.204697374489448,0.03879671118078869,4.654559961650321,33.53469593510577,0.19687363428452076,2.3636917373674993,3.99381863117186,0.0452152777034906,5295625137000
12,CJ대한통운,0.47499414969369214,0.008618961658685611,58.94809445138696,28.0,0.44916349419656754,12.96085733044382,13.552764308053396,0.037488393834693434,3193728160000
13,CJ씨푸드,,,,,,,,,103300972375.0
14,CJ제일제당,5.692120678858048,0.0244720601751307,11.682936376907469,66.50068374077792,0.2926891323274337,4.08412809547611,6.210202841117877,0.04603803279096084,4822689768000
15,CJ프레시웨이,0.10193657881937594,0.0013406745022250478,390.4388440436347,39.8,0.18866285943525068,20.19563337053899,10.767785672446015,0.04861272491957165,472489122800
16,CMG제약,0.0520703898245418,0.02587339965516991,239.67556306094582,12.48,16.358415488834762,348.7815415416554,435.9382288773832,0.014225000745227034,679456402560
17,CS홀딩스,2.4712027012980715,0.04716665804765533,6.490766618041702,16.04,0.7654562891612977,5.488669906079853,5.434923551318646,0.05632972877162738,92589456400
18,DB,-0.010090698415264592,-0.004846933109653416,-127.79874873496293,1.2895786313326882,0.6216255598548842,15.370870856566063,31.622223380500188,0.019588502021579593,122345784694
19,DB하이텍,0.49504470872219547,0.11084562468862151,4.832435273623681,2.392271512449898,0.7832638235639142,2.907394670271929,3.7181002149863533,0.14406666730313308,532413984000
20,DMS,0.3363578758213574,0.01292306535422909,39.95744106535535,13.44,0.5735831303268832,10.482327976060416,9.272517327577809,0.055688504430137585,154139912640
21,DRB동일,,,,15.72,0.2745577283567176,6.754417505602393,4.019728522785991,0.0548425040717781,149340000000.0
22,DSR,1.378805824,0.048320396116559,7.499243055126521,10.34,0.3654169007205557,12.899591199541836,5.954659896021988,0.06085425554533292,82720000000
