,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
0,3S,-0.2738431102427481,-0.07851458341290639,-17.49176744214564,4.79,4.219504367681958,279.34249836758295,-23.553928184800164,-0.058306997588697784,97936981860
1,AJ네트웍스,0.8232573697327406,0.01951326389532455,,,,,,,
2,AK홀딩스,1.4235678630051223,0.034002444415825415,11.267464247289126,16.04,0.3696941251207671,4.83504712768824,7.202241064580237,0.053194738046174785,1062454392200
3,APS홀딩스,0.0884169309807906,0.004799924116034185,,,,,,0.01702388091734062,
4,AP시스템,,,,,,,,,142800762100.0
5,BGF,4.117990614397356,0.07580842606948579,,,,,,0.09273319329381162,
6,BGF리테일,,,,,,,,,1884966120000.0
7,BNK금융지주,0.6994355749039725,0.009752142457974,,,,,,0.01119737671272645,
8,BYC,4.535764398571429,0.03131259543558755,8.57401668726571,38.889719642857145,0.9232774416072387,5.859540826671342,5.854094462152597,0.045861015315357155,163336822500
9,CJ CGV,1.5140694907730914,0.012765644781323207,71.33093999856946,108.0,1.0995047909751696,8.192497710702721,21.94030413709416,0.041502863235159226,1142710902000
10,CJ ENM,3.4086045805223564,0.03354400988702284,,,,,,0.07433903628335299,
11,CJ,3.230402213805475,0.02207674402834684,8.92032040287174,28.816222777291017,0.23181589918512496,2.5764943184760782,4.523068205488132,0.04353938990928531,4537170612000
12,CJ대한통운,0.5212242948203832,0.013086863920583296,75.20754575246447,39.2,0.9805118048444315,17.209990509644655,26.761032491425286,0.036778510596663636,4471219424000
13,CJ씨푸드,,,,,,,,,88928663175.0
14,CJ제일제당,1.9059018863270718,0.010300840690456019,29.21182283201931,55.67486823859783,0.34412562946864966,5.8482623669181155,6.943745959201566,0.043334870693491886,4026888337000
15,CJ프레시웨이,0.8591380194775309,0.013866409502817008,53.65843316774047,46.1,0.2789658935412336,15.717956395082659,18.376304122244502,0.04048963287904862,500821180000
16,CMG제약,0.0036487260430268825,0.0027216016516915017,499.9005073252526,1.824,3.4722958565790893,108.98666599861431,178.61122302941192,0.007617270759037289,79003701792
17,CS홀딩스,2.4881097694030743,0.0551644636511465,6.711922522617046,16.7,0.6809787290474115,6.572224105302234,4.59096496432431,0.08064962571168603,96399247000
18,DB,-1.414181622875815,-0.35199853069101045,,,,,,-0.03668642179517448,
19,DB하이텍,-0.3460203318506567,-0.07819136027429287,,,,,,0.04625985294326359,
20,DMS,-3.627057791751098,-0.16406920327401034,-1.2020762420482543,4.36,0.41513364542227393,-49.074678693475775,-5.385469672154833,-0.03662144684004142,43354582140
21,DRB동일,5.521469881028572,0.07827182359905183,4.600224314774011,25.4,0.3798438615860476,6.25108878444377,3.2096541783291777,0.11218278545805764,222250000000
22,DSR,0.851728458625,0.03706276988520345,8.606029217144265,7.33,0.26682793317766296,20.796320195264908,6.574795009412074,0.04851303805574883,58640000000
23,E1,1.073842222419825,0.01006865121282494,12.869674623947677,13.82,0.06958238909328844,11.231170312679627,5.808283261886809,0.02230956362981843,474026000000
25,EG,0.4206844886666667,0.03358350534438828,40.41033234641107,17.0,0.8161387426408339,25.323394967635167,24.07367208431012,0.05637364368723368,127500000000
26,EMW,-1.2045168197278846,-0.10422369598963549,-3.9185837197909006,4.72,0.6536483486703731,-9.930031574649414,-4.511959819835625,-0.0905170468331654,43066136680
28,GH신소재,0.3286473037142857,0.02488653184331992,,,,,,0.014484039968603838,
29,GS,-0.6773565420136388,-0.021278703250961834,-11.588023284455101,7.849223380732036,0.34377557205433973,7.428015772927405,-147.34439898509356,-0.001673481383979189,3716615120000
30,GS건설,-0.06324699299154929,-0.0017146377694555613,-73.52128188325581,4.65,0.17399114791917927,2.8882925017833103,32.26094873727204,0.00390758398962321,1650750000000
31,GS글로벌,0.12343672751698295,0.00811772754654225,27.706502503717637,3.42,0.06955397239456744,-1.8964933952398555,8.241020956550795,0.027291987215975505,192663682200
32,GS리테일,1.445206908987013,0.038108750369656295,17.74832367635083,25.65,0.3980042907027856,5.360941437586497,13.781644965486965,0.04907733715066105,1975050000000
33,HB테크놀러지,,,,,,,,,88075355660.0
34,HDC,0.22105534493842077,0.014035245684133401,,,,,,0.03795989780990096,
35,HDC현대EP,1.6237135660465116,0.04953308247329475,,,,,,0.07599572832664672,
37,HMM,-0.4942368313928928,-0.06199511628617539,,,,,,-0.032347103174854404,
38,HRS,0.5778023742265268,0.05536614198922762,11.07645154377799,6.4,0.9121929757509132,7.561601474955217,10.25127274047538,0.05982285365291851,52335360000
39,HSD엔진,-0.6076387560719424,-0.02741737785181809,,,,,,-0.02570701682125292,
40,iMBC,0.183665768,0.028408201477815666,44.64631645457198,8.2,1.7224374503943802,17.454711093140695,82.24928571248897,0.015420456750437312,94300000000
