,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
0,3S,-0.048260290734799094,-0.02025828044075957,-116.86626653355738,5.64,5.588587031377592,106.22767676312918,270.25376359799577,0.008760320559394859,126257443260
1,AJ네트웍스,0.8997550068402242,0.023362524478455094,5.523725861169403,4.97,,-6.138493297266614,,,232706806150.0
2,AK홀딩스,0.8662399452548284,0.013257463605977501,7.98854871321397,6.92,0.12192059643933849,1.6717092129766593,3.4899989189030745,0.030346110784269253,458365610600
3,APS홀딩스,-0.4222718014588309,-0.01545485685659217,-45.21176333118753,19.09165274899087,8.985252751480438,-50.787126226901144,-19.66193443338916,-0.035537771366537046,208021054200
4,AP시스템,1.2369882761557318,0.022451865776079074,51.47724774234071,63.67675194603957,1.0529301552797583,26.930111126750667,17.115190828508755,0.06752833014913596,486535627200
5,BGF,0.1829907934857532,0.010568050841101555,30.602632478534993,5.6,4.018466275349843,38.744519962490166,20.337837990054858,0.015901895573307748,536014029600
6,BGF리테일,8.758266421317034,0.06968159364763195,19.353144999956655,169.5,0.4926990338532058,5.498386528389004,14.899669368092871,0.09050925576768636,2929622067000
7,BNK금융지주,0.36752486116766886,0.005729420043203695,4.168425491360392,1.532,7.766092584781836,-5.109497547533045,3.0942090481747253,0.007718502592088866,2496663984360
8,BYC,6.616416603809524,0.04004847449626627,5.315834132033784,35.171773214285714,0.8659492941980161,7.892789982407456,6.314585990425727,0.03371417350019866,147721447500
9,CJ CGV,-22.595511706008036,-0.052845462243776946,-3.058129459472549,69.1,0.37642544673420714,2.580379637305324,5.994023521313985,0.026961566685963133,731123364150
10,CJ ENM,0.5300890174725624,0.010785068277686992,59.70898678686107,31.651078140129396,0.923521877808495,4.7080897626290925,12.992151435019508,0.04956573224293241,3499892978400
11,CJ,1.808699100131993,0.008019610537285738,8.703290173022426,15.74163310413328,0.08343761047872912,0.729316122218328,1.8676006744025107,0.037372548927224906,2818498006800
12,CJ대한통운,0.4461606857234837,0.005586143272917304,69.4816934614737,31.0,0.3394984581566581,4.158554179260986,11.510646107939797,0.033719627107029776,3535913320000
13,CJ씨푸드,,,,,,,,,96833433235.0
14,CJ제일제당,2.332227394618322,0.007268786399377914,19.898527628128488,46.4078912468908,0.17005652060445378,1.7736874740125053,4.238332604791663,0.034126190763666076,3801181965000
15,CJ프레시웨이,0.8076000230297788,0.008113558506284582,35.4754819007027,28.65,0.11132959874026573,4.324621045676845,5.856545424498882,0.04914712976287033,340120938900
16,CMG제약,0.04393588242407546,0.015871444023553245,193.46373695096815,8.5,10.069345657860655,209.07230618935617,226.70634217642774,0.01354416838155835,590292037000
17,CS홀딩스,2.8764228421058102,0.05282959068164709,4.067552179301464,11.7,0.5003811169774004,3.5024433490988103,3.96689089461294,0.05417016056593738,67537197000
18,DB,0.043787836478794695,0.012128285926017038,40.19381046269144,1.76,0.742259579502411,5.709783435321609,9.572971896041281,0.05092274698406309,177033061040
19,DB하이텍,0.4701607232135702,0.09609513416258787,11.710971112496798,5.506038647784723,1.5176815754767599,7.607484307760095,6.75925996920027,0.16649268490300717,1225401028800
20,DMS,1.4960392668551794,0.0569765271524333,7.326010916169995,10.96,0.6435707860705434,6.416562128854221,5.560173640254434,0.07507151518834253,126272828760
21,DRB동일,1.3527136799799298,0.018086908593997742,7.776959866448667,10.52,0.1916503943192075,2.5060250648007156,3.959598888419629,0.03552409378006144,104831800000
22,DSR,1.0981491995,0.036542484633334565,8.359519821331892,9.18,0.31075964278806045,5.335809074732424,6.889732235623581,0.04433809822587801,73440000000
23,E1,-1.5277695774052478,-0.01457657876885043,-6.322943029410541,9.66,0.07190073774362807,6.058091198865353,3.1167174773113033,0.029571777933066316,331338000000
