,2020,2019,2018,2017,2016
자본금,5399822500,5023282000,4690770000,1563590000,
자산총계,90060084130,86181795871,30992619261,11052561282,
당기순이익,653054389,-8358887260,-962453971,15687611,
영업활동현금흐름,6266338313,-3049457542,229795769,-998051416,
영업이익,4467433557,-3489008268,-856264513,11979342,
매출액,33328810850,6299597001,4188910030,3369955509,
종가,6600,4845,5350,18700,23000.0
시가총액,69895881000,48675602580,50191239000,58478266000,71925140000.0
상장주식수,10590285,10046564,9381540,3127180,3127180.0
