,2019,2018,2017,2016,2020
자본금,3185000000,3185000000,2500000000,137500000,
자산총계,66256203865,65625538347,45090396455,25502924000,
당기순이익,504333074,1739631468,5862080674,4356054000,
영업활동현금흐름,1507097928,-13157255607,8465673776,-8155555000,
영업이익,898158623,2488861667,7275987608,5786073000,
매출액,35008402968,39686596667,64575367827,26006522000,
종가,17000,17600,,,9210.0
시가총액,108290000000,112112000000,,,59319850890.0
상장주식수,6370000,6370000,,,6440809.0
