,2020,2019,2018,2017,2016,2015
자본금,45504180000,45504180000,45504180000,45504180000,45504180000,45504180000
자산총계,216918775575,241419346296,188799168488,198540566269,210305385330,207608549901
당기순이익,17633689858,9708951655,3734854386,12026649196,6419811167,18175690161
영업활동현금흐름,966058502,-763608074,-128512156,9287737653,8141717968,9374753612
영업이익,10102432737,9283405926,7895716758,8735528292,9425499348,2575214625
매출액,151595478498,183922452917,165419713252,145238608937,153602805527,38042142774
종가,11250,11950,16000,14600,,
시가총액,102384405000,108754990200,145613376000,132872205600,,
상장주식수,9100836,9100836,9100836,9100836,,
