,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,89347608500,89347608500,89347608500,25184006000,10843156000,8461243000,1897500000,1897500000,1897500000,1897500000
자산총계,236889381191,218360722686,237929700985,141748553001,15611981615,27111073870,9552415561,12110159770,15197245277,19487974172
당기순이익,11059353987,-6847696321,8604202666,-3973318255,-22500768969,-2556157527,-200265809,-3668220179,-785179127,-3722518307
영업활동현금흐름,3386121930,986074301,4362693751,734697389,-9714518850,-1972232576,394672018,1215260507,1006717669,-2471390334
영업이익,-2008890134,-766969553,-261375007,-2949488711,-9686956155,-2445071355,451324711,-2302645006,-647032279,-2530244702
매출액,10318783471,21901096281,17579734968,8701699873,9821345169,5560853247,,20703785034,21654583513,25883103745
종가,742,830,735,3240,,,,,,
시가총액,132591851014,148317030110,131340984495,163192358880,,,,,,
상장주식수,178695217,178695217,178695217,50368012,,,,,,
