,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,4878044000,4878044000,4878044000,4878044000,4878044000,3902435000,3902435000,,,
자산총계,46012905617,42867116865,43548600557,42508122830,42870808538,37716319476,36812999703,,,
당기순이익,445307458,488724242,1333555367,400111791,1971674951,2003468406,2771313249,,,
영업활동현금흐름,2393860265,2236786957,3402068260,2630727824,643887875,8791483843,1315878445,,,
영업이익,373055127,220375347,1449910448,300590736,2092000944,2831817633,3622447890,,,
매출액,22944976386,23483474846,23055729332,24468473124,26023692148,28667714286,32010303452,,,
종가,4215,3480,4120,6030,4500,5030,3850,3890.0,5220.0,5650.0
시가총액,41121910920,33951186240,40195082560,58829210640,43902396000,39258496100,30048749500,30360944300.0,40741421400.0,44097515500.0
상장주식수,9756088,9756088,9756088,9756088,9756088,7804870,7804870,7804870.0,7804870.0,7804870.0
