,2020,2019,2018
자본금,3318431500,2659431500,1627150000
자산총계,39624183720,26877626882,22837124605
당기순이익,1618792456,3615386232,2295475446
영업활동현금흐름,2440707686,1694322270,2028884398
영업이익,2017340257,4178986691,2525653780
매출액,18733864371,25385124539,19115474911
종가,7910,,
시가총액,52497586330,,
상장주식수,6636863,,
