,2020,2019,2018,2017,2016,2015
자본금,1184538000,1182188000,1176188000,1162188000,1162188000,1162188000
자산총계,554023182914,432816424520,367190942617,284432991565,231823949273,228690459356
당기순이익,20994407313,48427353346,42797569842,10830476427,3019110997,8005654052
영업활동현금흐름,96634836894,61683966509,91818895254,47230414141,11288310161,17626207826
영업이익,32815677164,59636102296,48211194138,14385498498,3451064370,8442315667
매출액,474716713888,437346199788,356852268983,252148375578,174518667219,125212291139
종가,39000,41500,25950,57000,45000,61600
시가총액,461833320000,490608020000,305220786000,132489432000,104596920000,143181561600
상장주식수,11841880,11821880,11761880,2324376,2324376,2324376
