,2020,2019,2018,2017
자본금,814570000,814570000,672570000,500000000
자산총계,52926270687,59090832969,48391008736,27381020402
당기순이익,301066835,1321620542,3234669043,1477677166
영업활동현금흐름,5395407085,-2748228335,1967681938,2488205749
영업이익,459097904,1006394752,4152442735,2142872138
매출액,31086077938,31959900381,46873497230,27045337918
종가,6200,6720,,
시가총액,50503340000,54739104000,,
상장주식수,8145700,8145700,,
