,2020,2019,2018,2017,2016
자본금,9993107500,9993107500,7974589000,3879529500,
자산총계,117895894088,113725028587,13953610007,10385610976,
당기순이익,-11722349923,-10267441426,-2484448582,-2112984729,
영업활동현금흐름,-10187576640,-8766831132,-2080322395,-1835719603,
영업이익,-12408515358,-10308127249,-2573755991,-2006358707,
매출액,1238850802,281625873,386945795,453558898,
종가,14650,23450,27550,14000,27000.0
시가총액,292798049750,468676741750,439399853900,108626826000,62271531000.0
상장주식수,19986215,19986215,15949178,7759059,2306353.0
