,2020,2019,2018
자본금,4045713000,4017788000,3923563000
자산총계,49798245831,51807476425,52865195169
당기순이익,-1799737787,-697543378,1347615450
영업활동현금흐름,-1686260451,-2606141962,1026181826
영업이익,-3329875280,-1867679181,1083139312
매출액,7744193458,8882482372,10525412237
종가,29450,43200,32600
시가총액,238292495700,347136883200,255816307600
상장주식수,8091426,8035576,7847126
