,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,4595442500,4595442500,4595442500,4595442500,4222060500,3927945000,3297697500,2661825000,2661825000
자산총계,195750183052,193042598609,365404238269,383132531597,399500800487,343665015191,311314288044,291589003189,121588675875
당기순이익,13413242310,5252622229,-14549964920,12088781632,-2822004932,14935517233,12125122006,19804492443,-19011603825
영업활동현금흐름,12212069713,24885150920,9051983757,25996800286,1494979234,40124913193,31005405818,14681880487,-4311283443
영업이익,19434820621,4574692619,10459442680,12154712659,7832361242,22358021526,21678407044,8719736315,2567014892
매출액,114659763158,187283714779,195358260921,216935119381,212584058260,227496261741,235205344717,136225572617,124480411593
종가,13500,12550,13350,17400,19500,24100,17000,,
시가총액,124076947500,115345606750,122698314750,159921399000,164660359500,189326949000,112121715000,,
상장주식수,9190885,9190885,9190885,9190885,8444121,7855890,6595395,,
