,2020,2019,2018,2017,2016,2015,2014
자본금,15628885000,15628885000,15628885000,15503885000,15063061000,11371707000,3102339000
자산총계,217695946276,175119533033,152485030570,149419199215,47339503337,18611335574,11632141575
당기순이익,29423841330,27868397541,23340811288,3057264522,3096443830,5078427666,171761623
영업활동현금흐름,32109699648,47727413932,30277537190,2182478999,1760231203,4914235303,1270105178
영업이익,44593313509,40455050543,29485703941,2916011984,3034513098,5625097182,1132016717
매출액,130704854427,119101315159,98771664287,27209665323,17042857228,16795265221,8403552225
종가,6160,5750,5600,7970,12000,,
시가총액,192547863200,179732177500,175043512000,247131926900,361513464000,,
상장주식수,31257770,31257770,31257770,31007770,30126122,,
