,2020,2019,2018
자본금,82070000000,52070000000,52070000000
자산총계,1034490515119,985775844327,302699757341
당기순이익,-128471545861,-72910218046,20294183971
영업활동현금흐름,-116157983998,112534646988,25026162509
영업이익,-188684534775,-37843356648,20554179315
매출액,189917868363,633183493115,653567218543
종가,3275,5890,6090
시가총액,268779250000,306692300000,317106300000
상장주식수,82070000,52070000,52070000
