,2016,2015,2020,2019,2018,2017
자본금,4000000000,4000000000,,,,
자산총계,95685872139,65554610918,,,,
당기순이익,8168288754,12825984235,,,,
영업활동현금흐름,-9594764935,15579900624,,,,
영업이익,9942052991,15408795053,,,,
매출액,67658315352,106772106062,,,,
종가,,,6250.0,3350.0,2695.0,7290.0
시가총액,,,504735356250.0,206991327600.0,166519888920.0,450437844240.0
상장주식수,,,80757657.0,61788456.0,61788456.0,61788456.0
