,2020,2019,2018,2017,2016
자본금,3403017000,3403017000,3403017000,5000000,5000000
자산총계,66469647940,56821288191,51749378618,9279295211,5071139232
당기순이익,6293077626,4453856111,6049473262,3921756750,2944278375
영업활동현금흐름,5360228928,2992508801,4572792870,4248504050,3252150817
영업이익,6644521992,5467594597,6542139086,4330935561,3413097421
매출액,117153997478,64782145714,52960551415,34825616462,22347802274
종가,24350,16500,20200,,
시가총액,165726927900,112299561000,137481886800,,
상장주식수,6806034,6806034,6806034,,
