,2020,2019,2018,2017,2016
자본금,1202690500,1152446000,1152446000,,
자산총계,3727042937,3599328990,5076334010,,
당기순이익,,,,,
영업활동현금흐름,-2990094308,-2003476119,-1534250955,,
영업이익,-3061953877,-2497683138,-2019312010,,
매출액,2507840033,2734272997,3040618044,,
종가,8320,10700,11850,12700.0,16500.0
시가총액,19523362560,24662344400,27312970200,29272128400.0,38030718000.0
상장주식수,2346558,2304892,2304892,2304892.0,2304892.0
