,2020,2019,2018,2017,2016
자본금,3942750000,3909050000,3880650000,2727273000,2727273000
자산총계,49396981542,58348026898,41379987447,18038706025,13957756218
당기순이익,-6197409500,6877841978,4393256798,3995096824,3713118316
영업활동현금흐름,-8665377103,7296362633,1891737832,4025662604,336230690
영업이익,-7471569861,8451978840,6674070141,5661402398,4551734030
매출액,26697239538,59946895502,50068539590,35286004621,24246628364
종가,8700,12100,9980,,
시가총액,68603850000,94599010000,77457774000,,
상장주식수,7885500,7818100,7761300,,
