,2020,2019,2018,2017
자본금,1516010000,1496260000,581650000,500000000
자산총계,43444864208,41757383378,23805015198,14999184840
당기순이익,726855922,1107081345,3570548206,1062185401
영업활동현금흐름,3300755911,1613510316,4678809759,1724914896
영업이익,-134132582,458155776,5187932996,1306375500
매출액,8381542517,12078456632,18080500070,9966680731
종가,15600,19650,,
시가총액,47299512000,58803018000,,
상장주식수,3032020,2992520,,
