,2020,2019,2018,2017
자본금,4192861000,3712531000,3507742500,
자산총계,112602336531,78080139427,68708846430,
당기순이익,8214449219,1442503499,3207393356,
영업활동현금흐름,21419473829,3942092301,2939137863,
영업이익,11147839402,2159346092,2687292289,
매출액,91909698686,34096407724,46350227854,
종가,12200,8490,4135,7150.0
시가총액,102305808400,63038776380,29009030475,47372217750.0
상장주식수,8385722,7425062,7015485,6625485.0
