,2020,2019,2018,2017,2016,2015,2014
자본금,3494632500,2680750000,2680750000,2680750000,2680750000,2680750000,1510000000
자산총계,70586449774,24850344441,24438555086,22742806032,25034699055,21692930084,20233705092
당기순이익,24143888299,-1689299072,-2756481346,-1959008442,-1812221875,2596952478,-31560077
영업활동현금흐름,3720953517,-774209897,-1615332560,-944415093,-2225659863,95956453,589840944
영업이익,30346118058,-211336126,-1826902433,-1023022400,-1478943953,-432528851,297065090
매출액,68054458397,12863658681,8727657411,8602502489,7920354061,9002910091,8547037063
종가,38050,3885,3285,5050,5990,5900,
시가총액,265941533250,20829427500,17612527500,27075575000,32115385000,31632850000,
상장주식수,6989265,5361500,5361500,5361500,5361500,5361500,
