,2020,2019,2018,2017
자본금,5821000000,5821000000,2400000000,2243750000
자산총계,207640240652,206426560617,148795144752,73428274283
당기순이익,-3458657750,21123931735,31796978590,-2715106710
영업활동현금흐름,20827910333,24059818470,30834049573,7968336392
영업이익,2006349938,23378046083,38596781883,438703963
매출액,219966787659,281348171458,256592700518,102214767003
종가,23000,35700,,
시가총액,267766000000,415619400000,,
상장주식수,11642000,11642000,,
