,2020,2019,2018
자본금,22399740000,22399740000,22399740000
자산총계,2376593774635,2531098756779,2534697810959
당기순이익,6810288508,-52906924766,-23744727900
영업활동현금흐름,312387826215,127016740797,90951670999
영업이익,34208423167,158326476760,64142777829
매출액,2394622898921,3053616298735,1767487184560
종가,149000,111000,103000
시가총액,667512252000,497274228000,461434644000
상장주식수,4479948,4479948,4479948
