,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,6773153500,3508455500,3508455500,3508455500,3508455500,3508455500,3508455500,3508455500,3501672000
자산총계,16539036785,14348847226,14016800321,16620814881,21840801561,28153437104,30108687563,27093411936,21640536649
당기순이익,2458255409,61730664,-3144983982,-4289607898,-5262827777,-1191552514,2491881592,4131301199,3890360946
영업활동현금흐름,3635091530,762526951,-3130920333,-3095944544,-5283409459,2337182201,2842520099,6221300633,3963360543
영업이익,4103712826,317948106,-3123903022,-3364000742,-4966034451,-2181824469,2289240947,4549262841,4371612673
매출액,29805446620,19423411013,12796769928,10098222014,9342322337,12713550290,17344584411,18302453892,15289533991
종가,27500,13000,,,,,,,
시가총액,372523442500,91219843000,,,,,,,
상장주식수,13546307,7016911,,,,,,,
