,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,13953053000,13953053000,13953053000,13703053000,13703053000,13703053000,6851526500,3660440000,3560440000
자산총계,275767772365,313341345715,256522672351,256463072069,230523944772,,179333542782,117497619591,79681357937
당기순이익,-9780602158,-11086370881,-14763932813,-7461325176,3565696914,917303560,3053001363,18869352154,3935403722
영업활동현금흐름,1315089786,-24223313739,17697350733,-21472814181,3908954037,-19363636382,-7990123630,7254162001,9005573757
영업이익,-3843251961,-8149288316,-10606137995,-5157020946,6642150005,-2526524145,6063351714,19109976043,3889515817
매출액,140432232547,149180097149,161222834105,94538543693,125723993057,82586149640,61981056122,126443564940,44342061292
종가,7520,3970,4385,9150,11150,10500,,,
시가총액,209853917120,110787240820,122368274810,250765869900,305578081900,287764113000,,,
상장주식수,27906106,27906106,27906106,27406106,27406106,27406106,,,
