,2020,2019,2018,2017,2016
자본금,3951864000,2951864000,2951864000,2100000000,2100000000
자산총계,97183104315,96427861197,85701586699,60016488537,55182703837
당기순이익,-9322436903,411157497,5828232836,3090999008,4419705555
영업활동현금흐름,-2195683951,-3255192711,-4084668283,6143026387,2254533607
영업이익,-10831762479,791300736,7768136775,7857841406,6333540226
매출액,50379268992,51264403472,54662340415,50846098825,47470338491
종가,18400,13900,13250,,
시가총액,145428595200,82061819200,78224396000,,
상장주식수,7903728,5903728,5903728,,
