,2020,2019,2018,2017,2016,2015,2014,2013
자본금,166998190000,149268060000,149268060000,149268060000,149268060000,133275055000,132549402500,72225990000
자산총계,3488569253234,2693659191237,2850066743347,2843970354293,2062032035718,2315048938843,2416821443836,1425205736634
당기순이익,-341532739427,-260570998880,-12795633993,234991710679,-422943694079,-193723899362,324085760996,16178208177
영업활동현금흐름,-186865577417,130644238017,78195035649,164427906933,138825621023,119378311331,117760028217,25034527202
영업이익,-221140549162,-3881273804,108792138047,115286289305,98977829886,74278876068,75525031540,28978680711
매출액,408827146481,1203497716660,1304892514563,1149657255468,991024369234,722309231518,624969749149,241375289751
종가,63100,40000,29800,18300,15350,19500,30700,16400
시가총액,4181164381000,2366818320000,1763279648400,1082819381400,908266530300,1029078492000,1611227946500,464999532000
상장주식수,66262510,59170458,59170458,59170458,59170458,52773256,52482995,28353630
