,2020,2019,2018
자본금,9188714000,9188714000,7560000000
자산총계,170451117615,158858979444,85349260289
당기순이익,12634854056,11129647867,18783471709
영업활동현금흐름,16380784202,13045822954,24132985164
영업이익,14047284623,13430392125,24568738547
매출액,78379152080,61838935884,70930350550
종가,17800,19150,
시가총액,327118218400,351927746200,
상장주식수,18377428,18377428,
