,2020,2019,2018
자본금,4844366000,3219990000,1000000000
자산총계,147731267534,57179957257,41585189251
당기순이익,18173119150,3474389256,2554657454
영업활동현금흐름,-15489976349,-2720678507,939746448
영업이익,23538443829,5486883331,3746031157
매출액,153173603444,84270936926,66338338410
종가,27800,,
시가총액,269346749600,,
상장주식수,9688732,,
