,2020,2019,2018,2017
자본금,4932914000,1647300000,1000000000,1000000000
자산총계,125036751861,91857646860,37567088556,25085192660
당기순이익,15649983870,13127855948,3530563389,318420601
영업활동현금흐름,13838623681,15165114547,6215364620,3123773259
영업이익,18029897243,16366615474,7771104075,5154762452
매출액,107106733514,109494820945,68629892748,45177993338
종가,15700,60200,,
시가총액,154893499600,198334920000,,
상장주식수,9865828,3294600,,
