,2020,2019,2018,2017,2016
자본금,3388870500,3388870500,3388870500,2748420500,1687125000
자산총계,53962081199,49484741214,46378113823,25737912732,24799537679
당기순이익,454901838,3062979662,3597545150,2704537927,3173168755
영업활동현금흐름,-474730817,4480201223,1839943049,4323836849,3925263989
영업이익,-478302130,3764308170,3195310825,5187327835,3747340908
매출액,15097617871,16229948480,14832741110,14549536200,12772991299
종가,13650,7520,10700,,
시가총액,92516164650,50968612320,72521828700,,
상장주식수,6777741,6777741,6777741,,
