,2020,2019,2018
자본금,2727500000,2212500000,2212500000
자산총계,27064334959,19462715242,18484007486
당기순이익,1021938291,1110989779,369539993
영업활동현금흐름,2252576020,1590451924,357164156
영업이익,1447636920,1316925245,653617743
매출액,6722747472,6403309735,5534859741
종가,38000,,
시가총액,207290000000,,
상장주식수,5455000,,
