name,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
자본총계,10895916500,10895916500,10895916500,6664270000,14304980500,11704980500,11704980500,11605931500,10810040500,10769463000,10713635500,9137011000
자산총계,275216520494,297708243544,283203879436,231782970606,566224745961,298965609137,215611419677,182192904636,205510004533,277171154517,126752728108,139908908252
당기순이익,-46308607986,-4601038289,1166724289,670121253014,27483960690,7804343743,1034918453,15228027621,11390790598,11194285039,-12170616734,
영업활동현금흐름,-8405977345,-4095940638,-5361867353,14803785949,84600206040,-30844383301,-8548243800,1342448546,30627363050,27109911187,-5661280332,
영업이익,-10877059034,-10579887493,-3614600651,-296684124,32287267105,12131390844,3670543133,16033792289,13050255943,26864419108,11361216816,
매출액,25345952537,23151385938,28416309699,80465235100,554987946694,293175235015,175386050286,254086978818,217495658856,224720260915,134453899979,
