,2020,2019,2018,2017,2016,2015
자본금,947500000,947500000,947500000,947500000,947500000,850000000
자산총계,26451225253,21632861151,17286700199,24333710270,19088460989,17538877117
당기순이익,600610288,-3306395177,-10735290876,874762515,2693312012,1614072689
영업활동현금흐름,1328133937,-2580614595,-4086867996,-7553036945,2548994453,-1292963082
영업이익,1066767719,-5366189323,-9557194991,768192668,3332329662,2049390355
매출액,28358572940,13808020462,3003924636,21284165810,37393825189,8511016463
종가,6500,5290,12000,28000,34000,
시가총액,12317500000,10024550000,22740000000,53060000000,64430000000,
상장주식수,1895000,1895000,1895000,1895000,1895000,
