,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,45557688500,40794398500,29860442000,26045963500,18889913000,13855674000,7245576500,2891833500,1591899000
자산총계,62559404322,63428292783,55730868918,67116847764,83655542969,23188902745,30361957764,19162532682,8181455408
당기순이익,678583241,924485308,-21548192738,-13284054532,-10470259617,-19497713213,-5859303601,-1600634971,
영업활동현금흐름,7133975603,6443795160,-11259575019,-9082796231,-6078680683,-5154969661,-2661533565,-7006521417,
영업이익,2465068771,3388671127,-12488708619,-10156005028,-7963365692,-9896723739,-140458460,-491568775,
매출액,33105762406,42661535996,39527526741,37440454149,32850567457,18479203305,17706854148,15274092668,
종가,1300,1690,755,1185,1745,,,,
시가총액,118449990100,129631157630,45089267420,59838792135,65925796370,,,,
상장주식수,91115377,76704827,59720884,50496871,37779826,,,,
