,2020,2019,2018,2017,2016,2015,2014,2013
자본금,6766173500,5547250500,5417212000,5355636000,2677818000,2677818000,2677818000,1475000000
자산총계,132677699682,127455267628,123062728066,113945581733,102674835702,85076971014,76363604520,59728772726
당기순이익,4046170764,-12418342043,4729713412,720336294,3501667581,-5339749140,4771445362,6658579627
영업활동현금흐름,21871881924,2710731284,-2697354954,8060627348,8148687986,-404140217,8119204877,13869039945
영업이익,8078693195,-5005482585,5715807970,3147911090,3296922418,-4627003985,5251011180,9363784838
매출액,141689828875,103613096413,112395078921,106136237888,76984703564,51726108865,85023876724,119801923284
종가,5370,5430,4360,5530,10150,6400,7880,
시가총액,72668703390,58830922320,47238088640,59233334160,54359705400,34276070400,42202411680,
상장주식수,13532347,10834424,10834424,10711272,5355636,5355636,5355636,
