,2020,2019,2018,2017,2016,2015
자본금,3552550000,3522550000,3522550000,3522550000,2519800000,2519800000
자산총계,51679169650,75838633862,81222066849,68988906517,56503232105,39958349024
당기순이익,-17923842760,-1767688521,3505667564,329277456,4166877528,2445449658
영업활동현금흐름,-3403257084,8446687414,-8764787380,-690574985,4565522654,227826607
영업이익,-14562576005,-2640368006,4120798612,2409272426,4317684576,2286309914
매출액,21967038495,67147272930,78919135357,53228212108,43104877428,38179738433
종가,6690,4830,5310,5610,,
시가총액,47533119000,34027833000,37409481000,39523011000,,
상장주식수,7105100,7045100,7045100,7045100,,
