,2020,2019,2018,2017,2016,2015
자본금,6584230000,6584230000,6584230000,6584230000,4934230000,4934230000
자산총계,346056812079,350293855447,317620788335,298561506748,285129228550,247510324097
당기순이익,-7062393912,10005403174,11742226421,9407410412,9214065596,6631322060
영업활동현금흐름,21287880370,26529757925,18558775267,18050818780,4362388607,11647395614
영업이익,1707845044,18512513515,17444629571,19047350067,15515674558,13374961153
매출액,321549087227,364751921572,332214344582,294191369180,298001589860,277802606745
종가,5770,4815,4885,4100,,
시가총액,75982014200,63406134900,64327927100,53990686000,,
상장주식수,13168460,13168460,13168460,13168460,,
