,2020,2019,2018,2017,2016
자본금,5926724000,2789714500,2699729500,2217729500,1658500000
자산총계,75860112560,78214298481,62008511357,43378342172,29920057573
당기순이익,-1188895651,-3373264323,5193142477,7307898455,
영업활동현금흐름,4985320380,-1145614210,4859709953,1693477938,
영업이익,3490643244,-3997571001,5641813172,6386674206,
매출액,66356725354,51553280721,66524525225,70377553599,
종가,6970,10700,9450,,
시가총액,77777240260,59699890300,51024887550,,
상장주식수,11158858,5579429,5399459,,
