,2020,2019,2018,2017,2016,2015
자본금,2670000000,2670000000,2670000000,2670000000,2670000000,2670000000
자산총계,111085971897,128021358409,104147602374,107363600422,34023749575,32828704262
당기순이익,3889533797,5036373428,5831984203,11513257466,735743973,891526408
영업활동현금흐름,330661789,22212500251,8680839488,18865578380,-1967117268,5234637965
영업이익,4747069501,5153386672,7800340746,3706055461,718009348,974347225
매출액,118380558462,128024267408,118586164662,40937913123,36048673785,13311646507
종가,23250,8970,7500,10450,11850,8850
시가총액,124155000000,47899800000,40050000000,55803000000,63279000000,47259000000
상장주식수,5340000,5340000,5340000,5340000,5340000,5340000
