,2020,2019,2018,2017,2016,2015,2014,2013
자본금,6707959500,6707959500,6707959500,6707959500,,,,
자산총계,214250626848,242325796165,257165778334,248477637783,,,,
당기순이익,394798161,-3317375884,5339651105,4089755582,,,,
영업활동현금흐름,45721132611,8008968530,12429013359,-1940830108,,,,
영업이익,9358240165,957851640,10023688416,11112941598,,,,
매출액,146325242516,125540757384,178221535849,129568010832,,,,
종가,7100,6420,7490,12550,19950.0,27500.0,13700.0,6930.0
시가총액,95253024900,86130199980,100485233310,168369783450,209386541700.0,288628065000.0,131063324200.0,66296995380.0
상장주식수,13415919,13415919,13415919,13415919,10495566.0,10495566.0,9566666.0,9566666.0
