,2020,2019,2018,2017,2016
자본금,4854999899,4854999899,631410000,631410000,
자산총계,52427458707,35724579251,23915453820,24942723284,
당기순이익,-10073049194,-1568493281,793465156,2452572363,1400497212
영업활동현금흐름,-1935949207,4810599061,1308604361,370243311,4336504896
영업이익,-9459341325,-647312019,1721807226,3130085199,2518630362
매출액,1647418085,51875942867,51685008988,53192674259,50055218833
종가,5500,8590,6730,,
시가총액,192530343500,300697391030,235587129410,,
상장주식수,35005517,35005517,35005517,,
