,2020,2019,2018,2017,2016,2015,2014
자본금,7986677500,7986677500,7986677500,2172753500,7425000000,7425000000,7425000000
자산총계,887395067308,845285253498,918080324505,244107934135,517704709304,445166106018,409567196617
당기순이익,14941061708,-95508834688,1416978902,520875414649,7890255024,9761370923,2095459408
영업활동현금흐름,-23671463378,25215757600,-3432762666,5923126294,11355091055,2743173857,-3657644355
영업이익,22481192400,9530308844,10931770010,4367535148,5665318385,3736329487,8551226942
매출액,761996752116,731804976115,142736342504,48236358696,43135998428,36590675842,512736238997
종가,21200,17000,25800,35800,,,
시가총액,338635126000,271547035000,412112559000,155569150600,,,
상장주식수,15973355,15973355,15973355,4345507,,,
