,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,9607255000,9603505000,9595755000,4797877500,4557877500,4557877500,4302475000,2107737500,1679740500
자산총계,283367945100,241401291315,231214349741,163514711988,146330483987,159843638426,54367133229,44361034576,23553292432
당기순이익,32290739286,-237003485,41447443967,-3575367952,1902668993,2538479555,7512732986,7574696343,4601257532
영업활동현금흐름,8865817779,8760340927,2840022742,11882053271,11276966408,12342714194,4425691463,6623420979,2070945563
영업이익,3102951479,-2183015573,2225277655,1895585131,4177904868,2337475283,9433141118,8792453149,5834903806
매출액,115856068707,115180889376,94521965173,73665135174,68968044744,32457291972,27331643807,23180942200,16309703829
종가,38400,25450,34100,47750,44550,66300,41600,60300,
시가총액,737837184000,488818404500,654430491000,458197301250,406106885250,604374556500,357965920000,254193142500,
상장주식수,19214510,19207010,19191510,9595755,9115755,9115755,8604950,4215475,
