,2020,2019,2018,2017,2016,2015,2014
자본금,7298904000,7298904000,7298904000,7298904000,7298904000,7298904000,7298904000
자산총계,146674142384,152785428776,143329236987,181942499592,147314237311,74826156753,51031240220
당기순이익,-14573706709,1054683478,8017218337,74149097615,11856365912,4638885571,3720659125
영업활동현금흐름,8684107726,-8335193224,-37127732429,62741723056,48221534550,3792641737,2630059499
영업이익,-10267852590,398928020,6258629319,100647458961,16964106948,4057855551,3971130733
매출액,114448675591,126892959898,126230076718,570820559864,150786216199,70009866636,50665953259
종가,7740,13850,5290,17900,21400,5510,
시가총액,112987033920,202179640800,77222404320,261300763200,312393091200,80433922080,
상장주식수,14597808,14597808,14597808,14597808,14597808,14597808,
