,2020,2019,2018,2017
자본금,3964669000,3964669000,1260000000,1200000000
자산총계,69037254749,67813317808,33465236363,28898440500
당기순이익,2891474847,7255837276,4839171370,3668020309
영업활동현금흐름,68675946,5663931658,5074924759,4377059465
영업이익,4306482309,7106736493,5601163429,4102510980
매출액,39408554232,29952152462,19832808873,16801852046
종가,10900,11700,,
시가총액,86429784200,92773254600,,
상장주식수,7929338,7929338,,
