,2020,2019,2018,2017,2016
자본금,4035844000,4008260500,3993260500,330000000,330000000
자산총계,62126835043,106207019235,112067379066,12393260978,2109738589
당기순이익,-46429462340,-8127695158,-106472184767,5734900146,-3569933872
영업활동현금흐름,-16029258337,-12419972049,28999826364,6595248009,-1448147837
영업이익,-33911872842,-8700075382,28225447000,6762342660,-1692812193
매출액,68295096864,100572482241,124486560056,31115321243,101635621
종가,13800,13950,22800,,
시가총액,111389294400,111830467950,182092678800,,
상장주식수,8071688,8016521,7986521,,
