,2020,2019,2018,2017,2016
자본금,7237262500,4836472000,3690472000,3690472000,2427500000
자산총계,134044456081,48622782173,53906961204,41844934795,40209207936
당기순이익,-8780566392,-1190804644,2810885325,711876985,3223585479
영업활동현금흐름,-1871980497,-92567514,2500123741,-7179521646,9799393600
영업이익,-3066171503,563486514,2070210291,2240195257,4425796531
매출액,11490864202,20471119932,23521556665,24015543513,28569861116
종가,9940,9800,4040,5950,
시가총액,143876778500,94794851200,29819013760,43916616800,
상장주식수,14474525,9672944,7380944,7380944,
