,2015,2014,2020,2019,2018,2017,2016
자본금,463090000,235215000,,,,,
자산총계,35888506625,3000808132,,,,,
당기순이익,-74389382,-23790498,,,,,
영업활동현금흐름,2788328569,-1971607931,,,,,
영업이익,2845792321,-957610880,,,,,
매출액,10001137939,1571206272,,,,,
종가,,,26700.0,6720.0,10100.0,14750.0,1635.0
시가총액,,,631881826200.0,157047381120.0,215911790500.0,280845929500.0,144212872920.0
상장주식수,,,23665986.0,23370146.0,21377405.0,19040402.0,88203592.0
