,2020,2019,2018,2017,2016,2015,2014,2013
자본금,14081747500,13202382000,12395559500,11656228000,9319839000,8461016000,3470000000,3470000000
자산총계,61765939280,76027899353,78690458379,61415678208,65777273272,67161205271,41535939422,37529330391
당기순이익,-9907403478,-10280896706,-3157036459,-10620831441,107047382,2049879048,-4695368219,-13090744556
영업활동현금흐름,297001696,963500691,1912738477,2848487052,-4843751910,1619084757,-5912263408,-3820189596
영업이익,-2134841598,-2003953927,2700915823,-5854670452,-2019235375,2491896910,-5260064763,-11702441327
매출액,110895020015,115364637833,55853880834,41059214735,42224403262,53211124682,15189120499,17931657063
종가,1650,2365,2100,2890,2315,4070,,
시가총액,46469766750,62447266860,52061349900,66152045090,43150854570,68872670240,,
상장주식수,28163495,26404764,24791119,22889981,18639678,16922032,,
