,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,8750901200,8527702800,8233008300,7270798200,5809677000,2511000000,2511000000,2000000000,1250000000
자산총계,185052608790,129486701057,181794659408,209642244575,118443619634,48154701037,47758587283,32195809352,22304399334
당기순이익,-42026505207,-54961722493,-15174104762,-20466467954,-6572696102,348205166,6741459069,7889194202,4478717437
영업활동현금흐름,2802856787,5012725854,-9249386698,-9868413228,-4948026274,2267158491,1473391683,12616833785,1921810480
영업이익,-2089916124,3126768429,-7874448216,-12706152945,-8099009074,-286063926,8067297976,9859183583,5598006606
매출액,33141153910,52478096803,57708456068,41149342286,29840249476,28542710495,58756395200,46638653456,35223848247
종가,6060,4860,8280,,,,,,
시가총액,530304612720,404260777800,681693087240,,,,,,
상장주식수,87509012,83181230,82330083,,,,,,
